premises,hypothesis,labels,Lexical Semantics,Logic,Domain, Lexical Semantics,Type,Knowledge,Predicate-Argument Structure,Key Elements,Premise Polarity,Hypothesis Certainty,Verb Category,Inference derivation,Common-Sense Type 1,Common-Sense Type 2
My order hasn't arrived yet. ,My order will arrive. ,neutral, ,Negation,Artificial ,,,,,,,,,,,
My order hasn't arrived yet. ,I'm still waiting for my order. ,entailment, ,Negation,Artificial ,,,,,,,,,,,
I have never read any book. ,I haven't ever read a book by Dostoevskij. ,entailment, ,Negation,Artificial ,,,,,,,,,,,
I haven't read any book. ,I haven't ever read a Dostoevskij's book. ,entailment, ,Negation,Artificial ,,,,,,,,,,,
I haven't ever read a Dostoevskij's book. ,I have never read a Dostoevskij's book. ,entailment, ,Negation,Artificial ,,,,,,,,,,,
I have never read any book. ,I've read a Dostoevskij's book. ,contradiction,,Negation,Artificial,,,,,,,,,,,
I have never read any book. ,I haven't ever read a history book. ,entailment,,Negation,Artificial ,,,,,,,,,,,
I have never read any book. ,I've read a history book.,contradiction,,Negation,Artificial,,,,,,,,,,,
Harry’s dog won’t ever bite you. ,Harry’s dog doesn't bite. ,entailment, ,Negation,Artificial ,,,,,,,,,,,
Harry’s dog won’t ever bite you. ,Harry's dog bites. ,contradiction,,Negation,Artificial,,,,,,,,,,,
Harry's dog doesn't bite. ,Harry's dog bit you. ,contradiction,,Negation,Artificial,,,,,,,,,,,
Lizzy hasn't seen any movie at all. ,Lizzy hasn't seen Star Trek. ,entailment,,Negation ,Artificial ,,,,,,,,,,,
Lizzy didn’t ever see a movie.,Lizzy didn’t see any movie at all. ,entailment,,Negation ,Artificial ,,,,,,,,,,,
Lizzy didn’t ever see a movie.,Lizzy didn’t see Star Trek movie. ,entailment,,Negation ,Artificial ,,,,,,,,,,,
Lizzy didn’t ever see a movie.,Lizzy didn’t ever see a horror movie. ,entailment,,Negation,Artificial,,,,,,,,,,,
Lizzy didn’t ever see a movie.,Lizzy saw a horror movie. ,contradiction,,Negation,Artificial,,,,,,,,,,,
The thief stole my bag without anybody noticing it.,Nobody noted that the thief stole my bag. ,entailment,,Negation,Artificial,,,,,,,,,,,
The thief stole my bag without anybody noticing it.,Everybody noted that the thief stole my bag. ,contradiction,,Negation,Artificial,,,,,,,,,,,
She is a medical enthusiast without being a doctor.  ,"Even if she is not a doctor, she is a medical enthusiast. ",entailment,,Negation,Artificial,,,,,,,,,,,
She is a medical enthusiast without being a doctor.  ,She is not a doctor but she is a medical enthusiast. ,entailment,,Negation,Artificial,,,,,,,,,,,
She is a medical enthusiast without being a doctor.  ,She is a doctor. ,contradiction,,Negation,Artificial,,,,,,,,,,,
She is a medical enthusiast without being a doctor.  ,She's neither a doctor nor a medical enthusiast. ,contradiction,,Negation,Artificial,,,,,,,,,,,
That will do you no good. ,That won't do you any good.,entailment,,Negation,Artificial,,,,,,,,,,,
That won't do you no good. ,That'll do you some good.,contradiction,,Negation,Artificial,,,,,,,,,,,
The museum won't allow no more visitors.,Visitors are no more allowed at the museum.,entailment,,Negation,Artificial,,,,,,,,,,,
The museum won't allow no more visitors.,The museum will allow more visitors.,contradiction,,Negation,Artificial,,,,,,,,,,,
There is no problem. ,There isn't any problem. ,entailment,,Negation,Artificial,,,,,,,,,,,
There isn’t no problem. ,There is a problem. ,contradiction,,Negation,Artificial,,,,,,,,,,,
Sadie didn’t meet a man who had ever been to Italy.,Sadie never met a man. ,neutral,Relative pronoun ,Negation,Artificial,,,,,,,,,,,
Sadie didn’t meet a man who’d ever been to Italy.,Sadie didn't meet a man. ,neutral,Relative pronoun ,Negation,Artificial,,,,,,,,,,,
Sadie didn’t meet a man who’d ever been to Italy.,Sadie met a man who had never been to Italy. ,contradiction,Relative pronoun ,Negation,Artificial,,,,,,,,,,,
Sadie didn’t meet a man who’d ever been to Italy.,Sadie didn’t meet a man who had never been to Italy.,contradiction,Relative pronoun ,Negation,Artificial,,,,,,,,,,,
Every student who failed the exam wasn't prepared enough. ,Every student who wasn't prepared enough failed the exam. ,neutral,Relative pronoun ,Negation,Artificial,,,,,,,,,,,
Every student who failed the exam wasn't prepared enough. ,Every student failed the exam. ,neutral,Relative pronoun ,Negation,Artificial,,,,,,,,,,,
Every student who failed the exam wasn't prepared enough. ,Every student wasn't prepared enough. ,neutral,Relative pronoun ,Negation,Artificial,,,,,,,,,,,
Every plant that needs light can't stay in a dark corner. ,Every plant can't stay in a dark corner. ,neutral,Relative pronoun ,Negation,Artificial,,,,,,,,,,,
Every plant that needs light can't stay in a dark corner. ,Every plant can stay in a dark corner. ,contradiction,Relative pronoun ,Negation,Artificial,,,,,,,,,,,
Every child who has ever played football knows football rules.  ,Every child who has never played football knows football rules.   ,neutral,Relative pronoun ,Negation,Artificial,,,,,,,,,,,
Every child who never played football knows football rules.   ,Every child knows football rules.   ,neutral,Relative pronoun ,Negation,Artificial,,,,,,,,,,,
It's not Rachel who ruined John's bike. ,Rachel didn't ruin John's bike. ,entailment,Relative pronoun ,Negation,Artificial,,,,,,,,,,,
It's not Rachel who ruined John's bike. ,Rachel is not the one who ruined John's bike. ,entailment,Relative pronoun ,Negation,Artificial,,,,,,,,,,,
It's not Rachel who ruined John's bike. ,Rachel ruined John's bike. ,contradiction,Relative pronoun ,Negation,Artificial,,,,,,,,,,,
It's not Rachel who ruined John's bike. ,Rachel has never ruined any bike. ,neutral,Relative pronoun ,Negation,Artificial,,,,,,,,,,,
The book that was published last year wasn’t a bestseller. ,The book hasn't been published. ,contradiction,Relative pronoun ,Negation,Artificial,,,,,,,,,,,
The book which was published last year wasn’t a bestseller. ,The book hasn't been a bestseller. ,entailment,Relative pronoun ,Negation,Artificial,,,,,,,,,,,
A solution that doesn’t bring peace is not a goal that anybody wants to achieve. ,Nobody wants to achieve a solution that doesn’t bring peace. ,entailment,Relative pronoun ,Negation,Web,,,,,,,,,,,
A solution that doesn’t bring peace is not a goal that anybody wants to achieve. ,Somebody wants to achieve a solution that doesn’t bring peace.,contradiction,Relative pronoun ,Negation,Web,,,,,,,,,,,
A solution that doesn’t bring peace is not a goal that anybody wants to achieve. ,Anybody wants to achieve a solution that doesn’t bring peace.,contradiction,Relative pronoun ,Negation,Web,,,,,,,,,,,
He can’t have lost his keys. ,Certainly he hasn't lost his keys. ,entailment,Modals,Negation,Artificial,,,,,,,,,,,
He can’t have lost his keys. ,He may have lost his keys. ,contradiction,Modals,Negation,Artificial,,,,,,,,,,,
I know he couldn't have lost his keys. ,I’m certain that he hasn’t lost his keys. ,neutral,Modals,Negation,Artificial,,,,,,,,,,,
Tim can swim very well.,Tim doesn't swim. ,contradiction,Modals,Negation,Artificial,,,,,,,,,,,
Tim can’t swim very well. ,Tim is a bad swimmer. ,entailment,Modals,Negation,Artificial,,,,,,,,,,,
Tim can’t swim very well.,Tim has just learned how to swim. ,neutral,Modals,Negation,Artificial,,,,,,,,,,,
You can't stay here. ,You're not allowed to stay here. ,entailment,Modals,Negation,Artificial,,,,,,,,,,,
You can't stay here. ,You're allowed to be here. ,contradiction,Modals,Negation,Artificial,,,,,,,,,,,
"I can wait, you don't have to hurry. ",You have to hurry. ,contradiction,Modals,Negation,Artificial,,,,,,,,,,,
"I can wait, you don't have to hurry. ",You can take your time. ,entailment,Modals,Negation,Artificial,,,,,,,,,,,
"She wanted me to drive her to the airport, but I can't. ",I can't drive her to the airport. ,entailment,Modals,Negation,Artificial,,,,,,,,,,,
"She wanted me to drive her to the airport, but I can't. ",I'm not driving her to the airport. ,entailment,Modals,Negation,Artificial,,,,,,,,,,,
"She wanted me to drive her to the airport, but I can't. ",I'm driving her to the airport. ,contradiction,Modals,Negation,Artificial,,,,,,,,,,,
Many employees can't get used to working at home.,Many employees don't work from home. ,neutral,Modals,Negation,Artificial,,,,,,,,,,,
Many employees can't get used to working at home.,Many employees can't work from home. ,entailment,Modals,Negation,Artificial,,,,,,,,,,,
Many employees can't get used to working at home.,Many employees are used to working from home. ,contradiction,Modals,Negation,Artificial,,,,,,,,,,,
I couldn’t solve the problem. ,I wasn't able to solve the problem. ,entailment,Modals,Negation,Artificial,,,,,,,,,,,
I couldn’t solve the problem. ,I was able to solve the problem. ,contradiction,Modals,Negation,Artificial,,,,,,,,,,,
I couldn’t solve the problem. ,I solved the problem. ,contradiction,Modals,Negation,Artificial,,,,,,,,,,,
You shouldn't drink so much wine. ,You should drink less wine. ,entailment,Modals,Negation,Artificial,,,,,,,,,,,
You shouldn't drink so much wine. ,You drink too much wine. ,entailment,Modals,Negation,Artificial,,,,,,,,,,,
You do not need to do it.,No need for you to do it. ,entailment,Modals,Negation,Artificial,,,,,,,,,,,
You need not do it.,It's necessary for you to do this. ,contradiction,Modals,Negation,Artificial,,,,,,,,,,,
You need not do it.,You don't have to do that. ,entailment,Modals,Negation,Artificial,,,,,,,,,,,
You need not do it.,You have to do it. ,contradiction,Modals,Negation,Artificial,,,,,,,,,,,
He mustn't be late at work. ,He can't be late at work. ,entailment,Modals,Negation,Artificial,,,,,,,,,,,
He mustn't be late at work. ,He can be late at work. ,contradiction,Modals,Negation,Artificial,,,,,,,,,,,
I wish I hadn't bought that car. ,I had bought that car. ,entailment,,Negation,Artificial,,,,,,,,,,,
I wish I hadn't bought that car. ,I hadn't bought that car. ,contradiction,,Negation,Artificial,,,,,,,,,,,
I wish I hadn't bought that car. ,I regret buying that car. ,entailment,,Negation,Artificial,,,,,,,,,,,
The parents recommended their son not driving drunk.  ,The parents recommended their son  driving only if he's not drunk.,entailment,,Negation,Artificial,,,,,,,,,,,
The parents recommended their son not driving drunk.  ,The parents recommended their son only driving if he's drunk.,contradiction,,Negation,Artificial,,,,,,,,,,,
The parents recommended their son not driving drunk.  ,The son drove drunk. ,neutral,,Negation,Artificial,,,,,,,,,,,
The boss persuaded Harry not to leave the company. ,Harry left the company. ,contradiction,,Negation,Artificial,,,,,,,,,,,
The boss persuaded Harry not to leave the company. ,Harry didn't leave the company. ,entailment,,Negation,Artificial,,,,,,,,,,,
The boss persuaded Harry not to leave the company. ,Harry remained in the company. ,entailment,,Negation,Artificial,,,,,,,,,,,
I apologized to Elly for not remembering her birthday. ,I apologized to Elly for forgetting her birthday. ,entailment,,Negation,Artificial,,,,,,,,,,,
I apologized to Elly for not remembering her birthday. ,I didn't remember Elly's birthday. ,entailment,,Negation,Artificial,,,,,,,,,,,
I apologized to Elly for not remembering her birthday. ,I remembered Elly's birthday. ,contradiction,,Negation,Artificial,,,,,,,,,,,
John promised not to do it again. ,John promised he won't do it again.  ,entailment,,Negation,Artificial,,,,,,,,,,,
John promised not to do it again. ,John promised he would do it again. ,contradiction,,Negation,Artificial,,,,,,,,,,,
John promised not to do it again. ,John won't do it again. ,neutral,,Negation,Artificial,,,,,,,,,,,
I didn't realize it was dangerous. ,It was dangerous. ,entailment,,Negation,Artificial,,,,,,,,,,,
I didn't realize it was dangerous. ,It wasn't dangerous. ,contradiction,,Negation,Artificial,,,,,,,,,,,
John thinks the Earth isn't a planet. ,The Earth isn't a planet. ,neutral,,Negation,Artificial,,,,,,,,,,,
John thinks earth isn't a planet. ,John doesn't think earth is a planet. ,entailment,,Negation,Artificial,,,,,,,,,,,
John thinks earth isn't a planet. ,John doesn't thinks earth isn't a planet. ,contradiction,,Negation,Artificial,,,,,,,,,,,
I wouldn't have bought so much food if you had told me. ,I have bought so much food. ,entailment,Conditional ,Negation,Artificial,,,,,,,,,,,
I wouldn't have bought so much food if you'd told me you'd already done the shopping. ,I haven't bought so much food. ,contradiction,Conditional ,Negation,Artificial,,,,,,,,,,,
The baby wouldn't cry so much if it didn't hurt him.  ,The baby is crying.  ,entailment,Conditional ,Negation,Artificial,,,,,,,,,,,
The baby wouldn't cry so much if it didn't hurt him.  ,The baby is not crying. ,contradiction,Conditional ,Negation,Artificial,,,,,,,,,,,
"If it rains tomorrow, we won't go to the mountains. ","If it doesn't rain tomorrow, we won't go to the mountains. ",contradiction,Conditional,Negation,Artificial,,,,,,,,,,,
"If it rains tomorrow, we won't go to the mountains. ","If it rains tomorrow, we won't go anywhere. ",neutral,Conditional,Negation,Artificial,,,,,,,,,,,
"If it rains tomorrow, we won't go to the mountains. ","If it rains tomorrow, we'll go to the mountains. ",contradiction,Conditional,Negation,Artificial,,,,,,,,,,,
He wouldn't have broken the toy if he had followed the instructions. ,He broke the toy because he didn't follow instructions. ,entailment,Conditional,Negation,Artificial,,,,,,,,,,,
He wouldn't have broken the toy if had followed the instructions. ,He didn't break the toy. ,contradiction,Conditional,Negation,Artificial,,,,,,,,,,,
I'm not used to drive on the left.,I don't usually drive on the left. ,entailment,Temporal adverbs,Negation,Artificial,,,,,,,,,,,
I'm not used to driving on the left.,I usually drive on the right. ,neutral,Temporal adverbs,Negation,Artificial,,,,,,,,,,,
I'm not used to driving on the left.,I usually drive on the left. ,contradiction,Temporal adverbs,Negation,Artificial,,,,,,,,,,,
"After the injury, the gymnast didn't finish the competition. ","Before the injury, the gymnast was competing. ",entailment,Temporal adverbs,Negation,Artificial ,,,,,,,,,,,
